Unnamed: 0,position_group,position,height,weight,years_of_experience,team_abbr,entry_year,rookie_year,BMI
393,OL,C,75,315,1.1846338585323042,ARI,2014,2014,21.94203004055784
394,WR,WR,74,206,5.259882794248424,ARI,2016,2016,23.974271780965143
395,TE,TE,73,225,0.7818228717773104,ARI,2020,2020,21.260909326190056
396,DB,CB,72,196,1.763049289121918,ARI,2018,2018,24.632040645820183
397,DL,DE,78,290,5.679543386915723,ARI,2014,2014,24.717604648433785
399,DB,SS,73,200,5.521941565616897,ARI,2015,2015,25.6300492327275
400,LB,ILB,73,236,5.296984673233186,ARI,2018,2018,25.737944771837423
401,QB,QB,75,216,7.250492850345877,ARI,2017,2017,23.240647223221515
402,DB,SS,72,210,3.346448209496976,ARI,2020,2020,21.400260935900846
403,DB,FS,71,188,3.3199752784215093,ARI,2020,2020,24.99653847339018
404,RB,RB,73,199,3.2322536971610036,ARI,2017,2017,22.78851886570731
405,SPEC,LS,73,235,8.29307247329868,ARI,2010,2010,29.918600553869915
407,TE,TE,75,245,1.285648581973632,ARI,2019,2019,24.83356821588263
408,OL,G,77,311,9.865774511144757,ARI,2013,2013,30.344379490512203
410,DB,FS,71,208,4.4738329209117875,ARI,2020,2020,28.771226619263444
411,DB,DB,73,205,0.8086965027973514,ARI,2016,2016,22.39990889647178
412,WR,WR,73,190,1.6565536086338297,ARI,2022,2022,24.457351377851356
416,LB,ILB,76,250,14.025318329772679,ARI,2004,2004,30.648920877648813
417,RB,RB,72,215,2.787084603742452,ARI,2022,2022,28.855699048357163
419,DB,CB,70,177,1.158595579007404,ARI,2023,2023,26.778284210177222
421,LB,LB,73,223,1.1793176816482895,ARI,2018,2018,22.849283246189387
422,OL,G,75,310,3.9633761292443217,ARI,2020,2020,25.547535750281412
426,OL,T,75,308,12.412780926936499,ARI,2012,2012,33.40754184758516
428,WR,WR,70,185,7.82206015999449,ARI,2012,2012,27.181163102367933
429,DB,FS,72,215,1.8967929826539474,ARI,2023,2023,22.014506946258354
435,DB,SS,71,200,3.7546118839971294,ARI,2016,2016,26.376207820811757
442,DB,CB,71,185,3.2462638356425106,ARI,2016,2016,24.429263177117097
443,LB,LB,74,245,0.1104855703744767,ARI,2015,2015,22.443328798552656
444,DL,NT,76,285,4.184189715034561,ARI,2019,2019,23.26039011438826
445,RB,RB,67,174,0.9228982905858958,ARI,2017,2017,19.210684506683332
446,OL,OT,78,320,12.341151974816643,ARI,2005,2005,31.11109120212985
447,DL,DE,75,288,2.276690799330019,ARI,2019,2019,25.40360764251941
450,DB,CB,71,201,5.827183249036024,ARI,2019,2019,25.627414776173133
451,LB,ILB,73,235,4.013001891877907,ARI,2020,2020,27.681960363432268
454,LB,ILB,76,235,1.4535340771573169,ARI,2023,2023,21.60964120317903
455,DB,CB,72,210,0.7353431667620439,ARI,2022,2022,20.40533130680159
456,QB,QB,70,207,7.720169166589619,ARI,2019,2019,27.26965780222047
457,LB,OLB,75,260,2.625667347765006,ARI,2018,2018,23.672781992732922
458,LB,ILB,74,216,5.142842443583717,ARI,2018,2018,27.139927173179046
459,DL,DE,74,291,3.929107501938888,ARI,2019,2019,23.20044960322925
461,OL,G,77,315,3.482472415243185,ARI,2020,2020,27.173919164300024
464,WR,WR,75,208,-0.2234627853258509,ARI,2017,2017,25.77740997528841
465,WR,WR,75,218,17.71400049409209,ARI,2004,2004,34.32151229192778
471,OL,C,75,315,2.473237624573545,ARI,2022,2022,26.23068717757012
472,DL,NT,77,335,3.9271710873431274,ARI,2020,2020,22.63602561988967
473,DB,CB,70,194,6.153206281931595,ARI,2012,2012,28.457687479715947
476,DB,CB,73,205,0.48515277531413536,ARI,2014,2014,24.434159759838817
479,DL,DT,77,287,0.5534850479329789,ARI,2018,2018,24.11431409393284
485,DB,CB,71,191,3.8563987943234723,ARI,2021,2021,24.668352978285842
488,OL,T,78,330,10.214093744130205,ARI,2011,2011,23.241367738407078
489,OL,C,74,303,-0.24573877871198802,ARI,2016,2016,20.54452856759735
498,RB,RB,72,210,7.173180925851182,ARI,2017,2017,25.76939461272662
499,OL,G,77,324,2.385317379728837,ARI,2022,2022,21.71321228968923
500,WR,WR,69,170,4.116142563798867,ARI,2019,2019,25.125785803753338
502,SPEC,P,72,205,7.153725105945528,ARI,2017,2017,26.169680683119402
503,SPEC,LS,75,220,0.058208718445999896,ARI,2023,2023,20.391522083382153
504,SPEC,K,70,201,15.857029702169378,ARI,2006,2006,30.982320495022925
506,LB,LB,74,250,0.3577873603482833,ARI,2018,2018,20.819425181273342
509,OL,C,77,298,2.5607845263682343,ARI,2016,2016,26.03554759215762
510,TE,TE,76,252,7.083051243175277,ARI,2015,2015,25.636085760967706
514,WR,WR,73,215,12.053802052034904,ARI,2009,2009,29.407784023557888
516,WR,WR,74,209,-1.377669367957091,ARI,2023,2023,20.122236212383545
520,QB,QB,72,204,-0.9378250399151228,ARI,2016,2016,22.021509499678256
530,SPEC,K,70,190,15.51503526720866,ARI,2005,2005,33.77302366410312
532,DL,DE,75,275,0.5137859509122088,ARI,2018,2018,16.27033708715222
533,LB,OLB,77,240,2.515047686306048,ARI,2022,2022,25.80380380806945
535,DB,CB,72,185,9.85273149065472,ARI,2017,2017,31.769648111945813
542,DL,DT,74,297,1.570890510693167,ARI,2017,2017,20.999250282761878
544,TE,TE,76,246,3.135565640180599,ARI,2020,2020,22.250299458656748
545,SPEC,P,75,202,1.9540017634932023,ARI,2021,2021,22.4672944588887
549,DL,DT,76,308,0.651391251305798,ARI,2018,2018,20.94396583700085
550,LB,ILB,73,226,-0.3152692446403456,ARI,2023,2023,22.22716527664497
554,OL,T,78,315,0.7589692204932674,ARI,2023,2023,18.638227881627557
556,DL,DT,75,307,0.2271747854624282,ARI,2017,2017,19.923167133750223
559,OL,C,75,303,6.763181393259991,ARI,2017,2017,29.812621375631807
563,OL,T,77,300,-0.48536354782910346,ARI,2019,2019,19.803805581823593
567,DL,DT,75,282,1.0818741393863225,ARI,2017,2017,25.244168453776275
569,WR,WR,71,207,7.314658566673509,ARI,2016,2016,27.83093738785173
572,LB,LB,74,245,8.132734807408251,ARI,2008,2008,24.07437893600926
574,DB,DB,70,195,1.6862601903745134,ARI,2019,2019,24.451040523694573
575,DL,DE,73,256,-0.6127158711896517,ARI,2017,2017,21.335764285781536
577,DB,CB,70,185,-0.47193186578943347,ARI,2023,2023,20.758713581447914
583,DB,CB,71,188,6.088950596967366,ARI,2019,2019,26.752179604221165
590,OL,OT,76,297,4.064280019095463,ARI,2016,2016,25.79426298450041
592,LB,LB,74,250,-1.0777447779293061,ARI,2020,2020,22.660762299398723
594,SPEC,P,75,211,0.2846962907400318,ARI,2014,2014,24.555793098614025
600,DB,CB,70,186,8.679597748934675,ARI,2013,2013,28.891990249810984
605,OL,C,74,315,9.269633368282863,ARI,2011,2011,25.73747518022528
609,WR,WR,69,180,3.216458589581975,ARI,2021,2021,23.304230097405
616,DL,DE,79,280,1.0455718399038139,ARI,2019,2019,28.617996958469913
619,LB,LB,76,235,0.3483996523941829,ARI,2016,2016,23.692861877439384
623,QB,QB,76,224,11.143944089325325,ARI,2010,2010,34.539335464150724
625,DB,SS,70,205,5.633919022318011,ARI,2018,2018,28.73461148002098
631,TE,TE,75,245,1.9748574133423928,ARI,2016,2016,23.86600433245117
635,RB,RB,71,194,0.18645431476942764,ARI,2018,2018,22.733332159900833
637,DL,DE,75,341,6.338213535231612,ARI,2013,2013,26.363589394908438
638,DB,CB,72,195,0.852433334796224,ARI,2023,2023,19.121094102664358
640,TE,TE,75,230,2.2074792615672996,ARI,2016,2016,23.58132998803356
641,LB,OLB,75,245,5.885263558533101,ARI,2015,2015,28.541033596057567
642,DL,DE,75,296,1.5049872789804573,ARI,2016,2016,21.854211105643913
646,RB,RB,74,231,1.8657551941701214,ARI,2021,2021,24.1299346340427
648,DB,FS,70,200,7.7997035929442236,ARI,2010,2010,29.16297460684735
650,LB,MLB,74,241,8.665498764159052,ARI,2012,2012,26.246488256286383
651,DL,DT,73,284,0.5250546888390438,ARI,2016,2016,21.4649325535
652,RB,RB,72,221,-0.6533292325737119,ARI,2020,2020,19.506846556244085
655,LB,LB,73,236,1.7654542402810969,ARI,2017,2017,21.591486754817954
656,LB,ILB,74,235,4.404981710960955,ARI,2016,2016,22.508276630366545
665,LB,OLB,74,239,1.7391160456649548,ARI,2015,2015,21.416484309209416
670,DB,DB,71,195,1.9178619470547762,ARI,2015,2015,26.181414724534022
680,DB,DB,73,210,3.1221561970126332,ARI,2015,2015,22.35455527972826
686,TE,TE,75,245,3.032465260551147,ARI,2022,2022,24.375644120507182
690,OL,C,76,315,2.4806300340459866,ARI,2020,2020,22.73070351649028
691,RB,RB,72,220,1.5157659271337487,ARI,2020,2020,25.4187680230675
692,SPEC,P,75,214,1.2669111491866227,ARI,2019,2019,25.50916239763787
693,DB,DB,74,215,-0.7076694656187807,ARI,2019,2019,23.232771338344747
695,DB,SS,72,210,11.443819428146229,ARI,2008,2008,30.622942705907867
697,LB,OLB,75,265,3.7746340534293368,ARI,2021,2021,24.180124763718737
699,DL,DT,75,331,2.073069528421917,ARI,2016,2016,21.067399261512843
700,OL,OT,76,318,3.9404746439382,ARI,2013,2013,28.645390013001133
702,LB,LB,76,256,-2.2412673400690726,ARI,2016,2016,18.911766826446545
707,OL,G,74,327,4.97561235866571,ARI,2018,2018,26.81022134513168
708,OL,G,75,314,-0.2525681513931603,ARI,2018,2018,23.942333439271582
714,TE,TE,77,250,9.752216818035151,ARI,2013,2013,27.715990778813946
715,LB,OLB,74,235,2.6324113039316352,ARI,2022,2022,25.918712967384067
716,DL,DE,78,275,1.5698586220393673,ARI,2014,2014,24.627327442105265
717,WR,WR,74,214,5.5599555133030165,ARI,2017,2017,29.34789653007564
722,LB,OLB,76,260,3.1307405772860912,ARI,2021,2021,23.252825471246844
723,LB,LB,73,231,5.441273289066116,ARI,2013,2013,23.23716326778685
725,DL,DT,75,280,-1.4358621511794394,ATL,2017,2017,19.98391698328537
727,DB,CB,74,190,5.16316375215496,ATL,2020,2020,26.031921711577134
728,QB,QB,75,220,6.010233061019587,ATL,2014,2014,26.323588596883823
734,OL,OG,75,315,5.018491348952049,ATL,2012,2012,24.72606815171733
739,LB,OLB,76,268,3.462103474263271,ATL,2021,2021,20.605077514029805
740,LB,ILB,72,227,1.19905969557347,ATL,2017,2017,23.780307779159642
742,DL,DT,75,305,3.3997831228412054,ATL,2019,2019,28.324537144153243
745,TE,TE,76,230,1.069802084990019,ATL,2017,2017,23.67736393573902
746,DL,DE,75,288,9.61468640313824,ATL,2011,2011,29.948551520303795
747,LB,LB,71,235,5.113517345251248,ATL,2011,2011,26.724352753986075
749,DL,DE,76,280,1.6621306745210467,ATL,2019,2019,23.957584811929532
750,LB,ILB,72,240,5.586016816145352,ATL,2018,2018,27.773543705037937
753,OL,G,74,303,8.76218450117315,ATL,2009,2009,28.924276513192535
755,WR,WR,76,220,3.1330333746562666,ATL,2016,2016,23.567769022952834
763,LB,OLB,75,256,0.04791220047749811,ATL,2022,2022,20.44156072031674
770,RB,RB,69,195,2.8482149049644168,ATL,2021,2021,23.495803122913742
772,WR,WR,71,217,5.588317206484577,ATL,2013,2013,26.540081037440537
773,LB,OLB,77,235,8.280991867735032,ATL,2013,2013,27.164528385168577
774,OL,T,79,310,0.3773004801794062,ATL,2022,2023,22.892787702388443
776,SPEC,LS,76,260,8.791877749642724,ATL,2012,2012,29.03261469215074
782,RB,RB,72,214,-0.4930009346588328,ATL,2023,2023,23.32125820827918
784,DB,CB,73,198,3.4106352430557885,ATL,2019,2019,26.95303460781701
791,WR,WR,71,188,0.8496020970210246,ATL,2017,2017,22.750736304872433
793,SPEC,P,77,240,9.357015485965047,ATL,2015,2015,25.93435770988021
795,OL,G,76,306,8.307090404739347,ATL,2011,2011,27.124755089679162
799,DB,CB,72,189,5.899599875433251,ATL,2017,2017,26.217845047616475
810,LB,ILB,74,240,9.30729952087661,ATL,2011,2011,24.843572152259444
811,OL,G,79,320,5.81286211883896,ATL,2014,2014,28.84633252339224
814,LB,OLB,76,269,9.629628841923612,ATL,2015,2015,29.025496014367462
818,DB,CB,72,198,0.17100498907792772,ATL,2018,2018,22.88240916151512
819,WR,WR,70,190,0.43981895980303043,ATL,2021,2021,25.03892619691465
820,WR,WR,72,183,0.7472936051232618,ATL,2019,2019,21.26281986330159
821,DL,DT,72,289,1.6103702654334648,ATL,2022,2022,24.275343047571486
822,DL,DE,80,300,15.979098406035853,ATL,2008,2008,32.96564063802123
825,OL,C,76,320,0.117327383308782,ATL,2017,2017,21.71395543428431
826,WR,WR,69,175,4.2776648957884245,ATL,2018,2018,23.449980651443138
828,DL,DT,74,320,3.40842861116417,ATL,2020,2020,27.717106455187974
829,RB,RB,71,220,0.5470973811700379,ATL,2023,2023,21.631968086667886
831,DL,DE,75,242,1.7978073475661058,ATL,2017,2017,24.65739363708768
833,DB,CB,71,192,8.78231879677278,ATL,2012,2012,24.397608382797074
835,WR,WR,74,202,3.09877685198719,ATL,2017,2017,26.529120855770607
836,OL,C,75,297,0.8254163489880298,ATL,2019,2019,24.682213756205737
839,LB,LB,74,235,0.8135096360006385,ATL,2019,2019,22.764324965795055
843,WR,WR,75,200,2.305478807154329,ATL,2020,2021,23.159950232732182
846,OL,OG,75,303,12.021003841632758,ATL,2006,2006,31.21470270037006
847,OL,T,76,310,0.6819529712949639,ATL,2018,2018,27.054948401667055
849,OL,G,76,307,4.689733243406544,ATL,2019,2019,21.75633987257761
855,DB,CB,70,183,0.3241663524884421,ATL,2023,2023,23.790971221890164
858,DB,FS,77,195,-0.13014305436768459,ATL,2023,2023,20.085665257634815
859,RB,FB,72,214,1.0969959649927181,ATL,2022,2023,22.72806038289544
860,WR,WR,72,194,1.5951570254369136,ATL,2017,2017,22.62084967964851
868,RB,RB,74,238,10.181779316766528,ATL,2013,2013,28.270609006141058
873,DB,CB,72,185,7.092387275685461,ATL,2018,2018,26.94374083487436
882,LB,ILB,71,225,6.993982618500298,ATL,2013,2013,24.62744554239463
883,TE,TE,77,265,-0.21418861278773216,ATL,2016,2016,23.908428843304524
890,DL,DT,76,325,1.1581108735000678,ATL,2020,2020,19.222390589052846
893,DB,DB,74,200,10.791662693962936,ATL,2007,2007,30.633692911430735
899,SPEC,K,74,215,0.6241198170521551,ATL,2018,2018,21.783812166867367
902,DL,DT,76,300,8.62834550926428,ATL,2016,2016,25.69799206887009
906,LB,OLB,76,240,1.9877532271530853,ATL,2022,2022,23.79619400020455
907,DB,SS,73,208,-0.8972543714858315,ATL,2023,2023,18.258019766546962
910,DB,CB,72,170,2.0758045581937266,ATL,2020,2022,23.53249083417488
911,DB,CB,73,205,1.3228382884878882,ATL,2014,2014,20.080232986318414
913,DL,DE,77,250,1.9751197334177513,ATL,2020,2020,24.30512798202809
914,RB,RB,70,219,-0.14705738150213865,ATL,2018,2018,20.048345165687753
915,DL,DE,76,272,3.1745028032074885,ATL,2018,2018,23.320163928186624
916,DB,DB,73,211,-0.32138584165299344,ATL,2017,2017,22.362928686729227
918,DL,DE,74,280,8.412931454275624,ATL,2012,2012,26.343967794308465
920,QB,QB,76,215,1.4362754471960253,ATL,2022,2022,22.889464813700613
921,WR,WR,72,200,2.1777796044335687,ATL,2016,2016,20.49678472061379
922,OL,T,79,310,0.2436872114919123,ATL,2019,2019,23.432332255236652
927,SPEC,P,75,190,0.24496657110872277,ATL,2020,2020,25.701304210877648
933,WR,WR,71,180,-0.5069431753711298,ATL,2018,2018,27.229557513060133
936,WR,WR,77,210,1.5289616943816773,ATL,2022,2022,23.25260947940005
937,OL,C,75,300,3.2320499373576363,ATL,2021,2021,25.83884323774472
940,LB,OLB,76,255,1.5519156585026759,ATL,2018,2018,19.525089615136896
941,LB,LB,77,261,-1.4074637743765552,ATL,2019,2019,24.020244010547586
945,DL,NT,75,320,6.281555778747564,ATL,2015,2015,27.949546054571506
952,LB,OLB,73,235,2.786552848288153,ATL,2018,2018,22.98272010389924
961,DB,FS,74,220,5.310907565598004,ATL,2016,2016,28.19199689649662
963,OL,T,76,335,6.475356216949552,ATL,2019,2019,26.023797198574005
966,TE,TE,78,245,3.8576596232020193,ATL,2021,2021,23.7843113702123
967,WR,WR,73,200,2.8400614700365727,ATL,2021,2021,24.938712879880583
969,LB,ILB,73,245,0.9809837920973111,ATL,2018,2018,20.55997965480748
981,LB,OLB,75,240,-1.0025293646378088,ATL,2020,2020,23.341478973553432
984,WR,WR,75,202,4.98148686400761,ATL,2016,2016,23.37506118095164
985,RB,RB,72,212,3.7113413610798616,ATL,2018,2018,22.497829373109532
986,DL,DT,72,305,9.322718560338089,ATL,2015,2015,26.706523415419994
